bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0,5615008.0
bweforvideo-googBucketDelay,0.0,5.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,1.0
timestamp,1541193298,1541193299,1541193300,1541193301,1541193302,1541193303,1541193304,1541193305,1541193306,1541193307,1541193308,1541193309,1541193310,1541193311,1541193312,1541193313,1541193314,1541193315,1541193316,1541193317,1541193318,1541193319,1541193320
audio_bitsReceivedPerSecond,0.0,1145548.8105004102,1002348.6238532111,1027776.0,1010560.0,1079144.0,975896.0,1037648.0,944047.9520479521,946658.6586586586,985104.0,935040.959040959,906008.0,968568.0,949744.0,1002304.0,936656.0,988664.0,940776.0,945320.0,994144.0,908160.0,967152.0
audio_bitsSentPerSecond,0.0,1657299.4257588186,1655192.6605504588,1527392.0,1582256.0,1581184.0,1655592.0,1450008.0,1593686.3136863136,1514346.3463463464,1381200.0,1573826.1738261739,1500104.0,1374136.0,1500072.0,1495872.0,1581760.0,1408152.0,1558840.0,1488528.0,1410672.0,1630176.0,1415920.0
audio_packetsSentPerSecond,0.0,343.72436423297785,347.3132372214941,332.0,342.0,334.0,347.0,326.0,345.65434565434566,340.34034034034033,319.0,339.6603396603397,336.0,317.0,328.0,328.0,333.0,318.0,334.0,337.0,324.0,346.0,319.0
audio_googLocalAddress,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404,35.204.125.129:50404
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,24.0,22.0,22.0,22.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0
