bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,1219867.0,1158715.0,1168853.0,1252949.0,1111208.0,1148293.0,1181293.0,1213927.0,869580.0,897434.0,927843.0,959984.0,993811.0,1027696.0,1062716.0,1096890.0,1133477.0,1168359.0,1199217.0,1233351.0,1108572.0,1140338.0,1176628.0,822831.0,862295.0,893230.0,924484.0,957056.0,990902.0,1025519.0,1062139.0,1100469.0,1139864.0,1175412.0,1224140.0,1103044.0,1143429.0,1179402.0,955148.0,1032560.0,1116165.0,1204351.0,1001378.0,1066265.0,1150747.0,1243807.0,1055852.0,1088911.0,805633.0,844201.0,877748.0,906834.0,937622.0,967730.0,999916.0,1032872.0,1066088.0,1101794.0,1183394.0,1029542.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,7.0,7.0,7.0,8.0,0.0,7.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546028512,1546028513,1546028514,1546028515,1546028516,1546028517,1546028518,1546028519,1546028520,1546028521,1546028522,1546028523,1546028524,1546028525,1546028526,1546028527,1546028528,1546028529,1546028530,1546028531,1546028532,1546028533,1546028534,1546028535,1546028536,1546028537,1546028538,1546028539,1546028540,1546028541,1546028542,1546028543,1546028544,1546028545,1546028546,1546028547,1546028548,1546028549,1546028550,1546028551,1546028552,1546028553,1546028554,1546028555,1546028556,1546028557,1546028558,1546028559,1546028560,1546028561,1546028562,1546028563,1546028564,1546028565,1546028566,1546028567,1546028568,1546028569,1546028570,1546028571
audio_bitsReceivedPerSecond,0.0,994656.9165143205,1074584.1924398625,990952.0,798976.0,926416.0,986813.1868131869,997173.1731731732,968287.7122877123,1048120.1201201201,956936.0,1010032.0,1034616.0,991200.7992007992,961353.3533533533,1006312.0,1036440.0,993368.0,998816.0,732472.0,937864.0,1055472.0,983840.0,990952.0,949594.4055944056,959839.8398398398,1045360.0,1010677.3226773227,1005453.4534534535,1044496.0,935728.0,1014648.0,700296.0,914288.0,959024.0,689302.6973026973,1082834.8348348348,896360.0,1036720.0,1022584.0,981240.0,1063976.023976024,1058402.4024024024,983040.0,975568.0,999312.0,1025462.5374625374,1103623.6236236235,1014744.0,987088.0,955760.0,1016152.0,1001408.0,1007376.0,981794.2057942058,974936.0,1043603.6036036036,989050.9490509491,798614.6146146146,918624.0
audio_bitsSentPerSecond,0.0,1289252.8945764778,1114831.615120275,1158424.0,1140592.0,1161592.0,1201190.8091908093,1217961.961961962,1055840.1598401598,844204.2042042043,993008.0,911392.0,957496.0,1047240.7592407592,1063127.127127127,1106088.0,1165016.0,1176952.0,1218352.0,1259944.0,1308552.0,1078392.0,1195064.0,973768.0,899300.6993006993,887255.2552552553,917840.0,937038.9610389611,957741.7417417418,1020216.0,1065400.0,1120896.0,1144168.0,1184440.0,1225664.0,1306341.6583416583,1034290.2902902903,1196384.0,1043464.0,972896.0,1103792.0,1199936.063936064,1319119.1191191191,911616.0,1135776.0,1234152.0,1159856.1438561438,1067531.5315315316,961792.0,861096.0,988960.0,882872.0,903392.0,956416.0,926025.974025974,989240.0,1093893.8938938938,1095496.5034965035,1180420.4204204204,1400448.0
audio_packetsSentPerSecond,0.0,335.77087141986595,264.6048109965636,350.0,275.0,361.0,347.65234765234766,358.3583583583584,274.72527472527474,237.23723723723722,256.0,246.0,274.0,281.71828171828173,304.3043043043043,326.0,338.0,334.0,339.0,378.0,328.0,323.0,369.0,261.0,241.75824175824175,239.23923923923923,239.0,243.75624375624375,245.24524524524526,303.0,287.0,335.0,334.0,333.0,354.0,314.68531468531467,332.3323323323323,351.0,290.0,273.0,292.0,364.6353646353646,336.33633633633633,256.0,339.0,370.0,286.7132867132867,343.34334334334335,270.0,232.0,253.0,239.0,245.0,245.0,243.75624375624375,281.0,320.3203203203203,300.6993006993007,334.33433433433436,360.0
audio_googLocalAddress,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116,35.204.32.26:40116
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
